Kind,LocalisedName,PreferredExtension,MimeType,Enabled,ProcessEmbedded,ProcessText,TextStrip,ProcessNamedEntities,ProcessImages,StoreBinary
system,Native Language Support File,nls,application/x-nls,true,true,true,false,true,true,true
system,NeXTSTEP/MacOS Property List,plist,application/x-plist,true,true,true,false,true,true,true
system,NeXTSTEP/MacOS Property List Node,,application/x-plist-node,true,true,true,false,true,true,true
system,OpenType Font,otf,application/vnd.ms-opentype,true,true,true,false,true,true,true
system,Python Byte Code,pyc,application/x-python-byte-code,true,true,true,false,true,true,true
system,Recyclebin Pre-Vista Windows Index File,,application/vnd.ms-recycle-bin-pre-vista-deleted-files-index,true,true,true,false,true,true,true
system,Recyclebin Pre-Vista Windows Record,,application/vnd.ms-recycle-bin-pre-vista-deleted-file-info,true,true,true,false,true,true,true
system,Ruby Interactive Documentation Files,ri,application/ruby-interactive,true,true,true,false,true,true,true
system,Setup API Windows 7 and 8 File,log,application/vnd.ms-windows-setup-api-win7-win8-log,true,true,true,false,true,true,true
system,Setup API Windows XP File,log,application/vnd.ms-windows-setup-api-xp-log,true,true,true,false,true,true,true
system,Socket,,filesystem/socket,true,true,true,false,true,true,true
system,Sun JRE Timezone Data,,application/vnd.sun-jre-timezone,true,true,true,false,true,true,true
system,Symantec KVS IIS File,,application/vnd.symantec-kvs-iis,true,true,true,false,true,true,true
system,Symbolic Link,,filesystem/symlink,true,true,true,false,true,true,true
system,TrueType Font,ttf,application/x-font-ttf,true,true,true,false,true,true,true
system,TrueType Font Collection,ttc,application/x-font-ttc,true,true,true,false,true,true,true
system,Type 1 Font,pfm,application/x-font-type1,true,true,true,false,true,true,true
system,UNIX/Linux ELF Executable,,application/x-elf,true,true,true,false,true,true,true
system,Windows Dynamic Link Library,dll,application/dll,true,true,true,false,true,true,true
system,Windows Executable,exe,application/exe,true,true,true,false,true,true,true
system,Windows Search History File,,application/vnd.ms-search-history,true,true,true,false,true,true,true
system,X11 Font,pmf,application/x-font-pmf,true,true,true,false,true,true,true
system,XSL Transformation File,xsl,application/xslt+xml,true,true,true,false,true,true,true
unrecognised,Extensible Markup Language File,xml,application/xml,true,true,true,false,true,true,true
unrecognised,Microsoft OLE2 File,,application/vnd.ms-ole2,true,true,true,false,true,true,true
unrecognised,Plain Text,txt,text/plain,true,true,true,false,true,true,true
unrecognised,Unknown Binary File,,application/octet-stream,true,true,true,false,true,true,true
